_id,objectType,broadPeriod,description,inscription,mintName,district,parish,lat,lng,fromDate,toDate,imageURL,discoveryMethod,subsequently
ObjectId(57da611885c5eb0da62cb3d6),FINGER RING,POST MEDIEVAL,"Post-Medieval (c. 1650-c. 1850) copper-alloy pipe tamper combined with signet finger ring: Only a fragment of the artefact remains, and this is the bezel of the finger ring element. The bezel is oval in plan with tapering shoulders. There is a trace of the hoop which is a D-shape in section. The bezel is decorated with a low-relief beaded border within which there is a low-relief initial of I and C which, between them, has a vertical, linear motif with a interlace design at the base and at the upper terminal has a triangle and cross design. The central motif may represent a merchants mark.

The surface of the item has a shiny mottled mid green patina on the internal surface, but is abraded across the bezel.

The item measures 21.5mm long across the shoulders, 14.58mm wide across the bezel. It weighs 3.76g. 

This is probably a pipe tamper rather than just a finger ring as these appear to be more common with this style of decoration. Similar pipe tampers incorporating finger-rings have been recorded on the Portable Antiquities Scheme database: For example, see finds: BERK-3D22B1; HESH-7E11A4;IOW-9318E7; LVPL-3BD087; LVPL-A563A1; SF-7096BD; SOM-1556F1; SUSS-373EA5;SWYOR-4BBAD6; SWYOR-D0A4F1 and WAW-416CA5. According to SUSS-373EA5, the two artefacts; finger ring and pipe tamper, were often combined in the 17th century, as apparently gentlemen would often loose their pipe tamper having had too much to drink. With such an artefact the user could wear his ring and conceal the tamper in his palm.",,,Warwick,"Beausale, Haseley, Honiley and Wroxall",52.34567559,-1.693155,1600,,https://finds.org.uk/images/abolton/medium/WAW246B87.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3d7),PIPE TAMPER,POST MEDIEVAL,"A complete and slightly bent post-Medieval lead alloy pipe tamper (c. 1800-c. 1900).

This tamper has a heart-shaped terminal or handle and a flaring stem ending in a circular base.

The terminal is flat with a similar design on both sides consisting of two schematic flower heads with two scrolls below. There is a collar between the terminal and stem. The stem is circular in cross-section and the circular base was used to tamp a pipe.

Pipe tampers were used to flatten down tobacco in a pipe in order to ensure that it burnt evenly and drew properly.

Length: 61.0mm; diameter: 11.1mm. Weight: 17.24g.

The tamper has a pale buff patina.",,,Isle of Wight,,,,1800,,https://finds.org.uk/images/fbasford/medium/IOW2016737.JPG,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3d8),PIPE (SMOKING),POST MEDIEVAL,"Fragment of a post medieval tobacco pipe bowl with a makers stamp on the base of the heel, AD.1700-1900. Approximately half of the bowl remains with the attachment point for the stem of the pipe and the heel. The bowl is of a tall large size suggesting a later date for this pipe. The base of the heel carries a makers stamp of W.T with a foliate design above and below within a dotted border. The stamp is of an unknown maker, previously unrecorded.

Height of Bowl: 46.46mmWidth of Bowl: 20.55mmWeight: 8.99gDiameter of Stem: 11.68mm",,,Lambeth,Bishop's,51.50376016,-0.11395435,1700,,https://finds.org.uk/images/edwood/medium/PipeLONDDB1C9.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3d9),UNIDENTIFIED OBJECT,POST MEDIEVAL,"Post Medieval (16th to mid 18th century) unidentified artefact: The copper alloy artefact is cast, is oval in section, with an expanded foot which tapers and becomes sub-circular. The upper edge is broken, but not recently. The base of the foot has a low-relief cross, otherwise it is flat. The sides of the artefact has intermittent, vertical linear striations of varying lengths. The upper edge has been broken, but not recently. The surface is a shiny dark green with a patch of active corrosion. It measures 20.76mm long, 13.15mm wide across the foot, 11.79mm thick across the foot, 6.51mm across the upper edge. It weighs 8.35g.

The function of the object is not certain. The shape and condition of the surface is reminiscent of some barrel tap handles but these do not seem to be decorated. It could be the leg of a vessel with the flat foot, but it does not answer why the base is decorated. Another option it is a stamp for either pottery, pipes or leather, but comparisons cannot be found. The surface condition may perhaps suggest an early Post Medieval date.",,,Wyre Forest,Chaddesley Corbett,52.35492958,-2.17761391,1500,,https://finds.org.uk/images/abolton/medium/WAWC7A0B5.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3da),TOKEN,POST MEDIEVAL,"Post Medieval, 17th century, copper alloy traders token, Williamson 1889: No.2371. Obverse, A naked boy in field holding mug and pipe, legend AT.THE.BLACK.BOAY. Reverse, N.E.V in field with legend IN.RATCLIF.1651.

Weight: 0.46gDiameter: 15.29mm",,,Tower Hamlets,Blackwall and Cubitt Town,51.48412374,-0.01394376,1651,,https://finds.org.uk/images/edwood/medium/TokenLONC5B224.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3db),PIPE TAMPER,POST MEDIEVAL,"A complete copper alloy novelty tobacco pipe tamper of the Post-Medieval to Modern period, dating from c. AD 1650 - c. AD 1800.

The object is in the form of a female torso and legs with the base of the tamper terminating at the waist of the torso. The top is decorated with a cross hatched design and is cylindrical in section. There is a circumferentical groove just below the cross hatch design. The object tapers into a narrow stomach which is D-shaped in cross section with a circular annulet (pellet inside an incised circle) depression representing the navel. Below the naval the female genitalia are emphasised before the object divides forming two legs which are bent at the knee. The feet which are small and rounded are facing outwards, and are crossed with the right foot on top. The reverse of the object is convex in places to represent the bottom and the calf muscle.

The object measures 72.1 mm in length and has a maximum width (at the knees) of 29.4 mm, the top is 9.2 mm wide. The object has a maximum thickness (at the top of the leg), and is 8.7 mm at the top. It weighs 40.2 g.

The object is a dark green to brown in colour and has an even patina. Abrasion caused by movement whilst within the ploughsoil may have resulted in the loss of some of the original surface detail.

Pipe tampers were used to flatten down tobacco in a pipe in order to ensure that it burnt evenly and drew properly. Erotic scenes were particularly popular as decoration on them in the 18th century. Similiar examples have been recorded on the database including, LVPL-DFB073.",,,North Warwickshire,Middleton,52.57955073,-1.75055595,1650,,https://finds.org.uk/images/hglenn/medium/WMIDB4C15E.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3dc),FIGURINE,ROMAN,"Fragment of a Roman pipe clay mother goddess figurine, AD.100-250. This is a fragment of the leg and chair of a seated mother goddess figurine, Dea Nutrix. The female figure is normally shown seated and clutching a child to her breast. The woman has a large bun of hair on the top of her head and wears loosly draped clothing. The fragment preserves only the folds of clothing around her knee and the arm of the chair which has incised linear decoration up the sides. Figurines of this type were most likely manufactured in Gaul and exported to Britain.

Length: 57.37mmWidth: 25.18mmWeight: 13.91g

See also LANCUM-F78697",,,City and County of the City of London,Bridge,51.5035277,-0.09955492,100,,https://finds.org.uk/images/edwood/medium/FigurineLON4B724F.jpg,Fieldwalking,Returned to finder
ObjectId(57da611885c5eb0da62cb3dd),PIPE TAMPER,MODERN,"A lead alloy object, possibly a pipe tamper, probably dating to the 19th century. The object is in the form of a revolver with a flat cylindrical plate at the base of the grip, separated from the rest of the gun by a wide collar. The metal is a mid grey colour and there are traces of damage across the surface of the entire object.

No parallels have been found for this object, though based on the flat circular plate it is likely it would have been used as a pipe tamper. Pipe tampers were used to flatten down tobacco in a pipe in order to ensure that it burnt evenly and drew properly. Although pipe tampers were used since tobacco was brought to Europe from the Americas in the 16th century, the revolver in its recognised form did not really exist until the 19th century. 

Dimensions: length: 40.25 mm; height: 18.99 mm; thickness: 12.50 mm; weight: 24.12g.",,,Basildon,Bowers Gifford and North Benfleet,51.56372323,0.52338945,1800,,https://finds.org.uk/images/bpaites/medium/ESS143408guntamper.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3de),TOKEN,POST MEDIEVAL,A Post Medieval copper-alloy trader's token issued by Thomas Lusher in Chiddingfold c.1668. Williamson Surrey no.29.,,,Hart,Crondall,51.21688208,-0.88459237,1668,,https://finds.org.uk/images/dwilliams/medium/B16560.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3df),PIPE (SMOKING),POST MEDIEVAL,"Clay tobacco pipe bowl and joining stem. Heel bowl (c1620-1650); not marked; no internal bowl cross; rim bottered (smoothed) but not milled; surface is slightly abraded but does not appear to have been burnished; stem bore 7/64"". Most likely a Chester product.  One of the characteristics of early 17th century pipes from Chester is that their rims are not milled.

Height: 27.02mm; width: 17.51mm; Length (including bowl and surviving stem): 75mm; weight: 10.7g",,,Cheshire West and Chester,,,,1620,,https://finds.org.uk/images/meroe/medium/LVPL952813.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3e0),PIPE TAMPER,POST MEDIEVAL,"A Post Medieval cast copper alloy pipe tamper in the shape of a hand. The object is cylindrical with two ridges before both the terminal end (which is flared and circular, the underside of which is ridged and marked in a grid pattern), and the top end. The top end is decorated with an open human hand, the littlest finger or which is missing. The width of the shaft is approx. 7mm, the tamper end is 14mm and the hand is 19mm.

Dimentions: Weight 19.4g, length 53mm",,,West Lancashire,,,,1600,,https://finds.org.uk/images/voakden/medium/LVPL6D7B7F.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3e1),CLAY PIPE (SMOKING),POST MEDIEVAL,"An incomplete clay pipe of post-medieval date, AD.1650-1690. All that remains of the pipe is the complete bowl which is small and bulbous with an incised circumferential line around the rim. There is a small pointed foot beneath the bowl with no discernable makers mark and the tube has been lost to an old and worn break. The circular hole through the tube is slightly off-centre and measures 2.79 mm in diameter and would suggest a rough date of c.1670 AD. Pipes such as this are an early form in the typology of clay pipes and would generally date from the mid 17th century. The pipe is 62.07 mm long, 19.95 mm in diameter at widest point and 14.58 mm at the mouth and weighs 15.2 g.",,,Wealden,,,,1650,,https://finds.org.uk/images/alancharman67/medium/PUBLICC61B0F.jpg,Chance find during metal detecting,Returned to finder
ObjectId(57da611885c5eb0da62cb3e2),PIPE TAMPER,POST MEDIEVAL,"An incomplete copper-alloy Post Medieval pipe tamper dating to circa AD 1650-1850. 

It is possible when the object was complete it included a bezel to form a 'signet' finger-ring. The bezel is now missing and the object consists of an incomplete and damaged ring and the stem. The ring is now incomplete. The stem is circular in cross-section. The stem projects from the base of the ring and has a moulded collar at the base. The stem then narrows slightly before flaring to form a rounded terminal. The original surface of the pipe tamper has been damaged. The original shape of the object has been distorted, possibly from the plough soil. The object has a light green to light brown coloured patina.

Pipe tampers were used to flatten down tobacco in a pipe in order to ensure that it burnt evenly and drew properly. There are several recorded on the database: IOW-45378E was discovered on the Isle of Wight, and SWYOR-D0A4F1 was discovered in Yorkshire. These examples are dated from the 17th to 19th centuries. 

The object measures 47.1mm in length (including the loop and stem, 12.06mm in width at the rounded terminal of the stem and it weighs 5.9grams.",,,Stafford,Fradswell,52.86747546,-2.03115354,1650,,https://finds.org.uk/images/vallnatt/medium/WMID2FBB51.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3e3),TOBACCO PIPE,POST MEDIEVAL,"Three fragments of Post Medieval to Modern clay tobacco pipes comprising: 

1. A clay tobacco pipe bowl dating from c1640-1660 with the stem broken off and some damage to the rim. There are traces of a milled band decorating the rim, which is typical for pipes dating from the seventeenth century. There is no maker's mark on the heel.

2. A stem dating to c. 1700-1800.

3. A stem with a copper alloy ring on its terminal. This stem bears the inscription GAMBIER/1553 // A PARIS.

This is part of a clay tobacco pipe made by the French firm of Gambier (1780-1926), who were one of the largest manufacturers and exporters of pipes from that country. The company was based at Givet in the Ardennes but had agents in the some of the principal British cities during the second half of the nineteenth century to take care of their trading activities. Most of their later products had a pattern number moulded on them, which can be used to help identify and date the pipes by reference to surviving trade catalogues (see www.gambierpipes.com/) . This particular piece comes from a mounted pipe, i.e., the pipe bowl was made with a short stem that was fitted with a separate mouthpiece, usually of vulcanite, using a metal ferrule, traces of which survive. The stem is clearly marked GAMBIER / A PARIS, together with the pattern number 1553. This pattern was known as 'oeuf sans points' and had a smooth egg-shaped bowl with the stem coming off it at an angle of about 45 degrees. This particular design was in production from about 1880-1926.",,,Reading,Southcote,51.44303825,-1.03736885,1600,,https://finds.org.uk/images/dwilliams/medium/B16299b.jpg,Gardening,Returned to finder
ObjectId(57da611885c5eb0da62cb3e4),KEY (LOCKING),MEDIEVAL,"A copper alloy key of Medieval date, about AD 1200 - 1500. It has a hollow pipe stem of oval cross-section, a lozenge shaped (incomplete) bow and a complex, rectangular bit.

The bow has slight knops at the corners. There is a broad collar between the bow and the stem with a single raised ridge in low relief at each end. The stem has a large opening along it; either mis-casting or post-depositional damage. The bit has a deep cleft running from the outer edge right across to the stem, dividing the bit into two parts. The leading part has a similarly orientated but shorted cleft, a channel across the bit alongside the stem on one face, and a similar channel but in the middle of the bit on the other face. There is also a channel in the outer edge of the bit. The following part of the bit, nearer the stem, has corresponding channels, and no further clefts. The key has a dark green patina. It is 99.1mm long, 24.8mm wide and 10.5mm thick. 61.52gm.

Keys of this design are illustrated as type 5 in Wheeler, 1940, London Museum Medieval Catalogue, page 135. Compare also KENT-7C0F84.",,,Leeds,Barwick in Elmet and Scholes,53.83672075,-1.39364813,1200,,https://finds.org.uk/images/acooper/medium/PAS_2811_M110.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3e5),WIG CURLER,POST MEDIEVAL,"A complete post medieval pipe clay wig curler dating AD 1650-1800. It is cylindrical with a narrowed centre flaring out toward bulbous terminals, which taper to flattened circular ends. There are no makers marks present.

Parallel records on the PAS: LON-781DE2, LON-868AB2 - both similar, but neither are quite identical in shape.

Dimensions: Length: 62mm; Width at centre: 11mm; Width at thickest: 17mm; Weight: 22.74g.",,,Southwark,Rotherhithe,51.50281974,-0.05635779,1650,,https://finds.org.uk/images/oclark/medium/DSC_0019_doneMainWigCurlerFlatJpeg.jpg,Other chance find,Returned to finder
ObjectId(57da611885c5eb0da62cb3e6),PIPE (ARCHITECTURAL),MEDIEVAL,"Lead pipe fragment. A short length of tubular lead pipe, probably made by casting a rectangular sheet of lead of structural gauge and rolling it around a former. The appearance at one end is of an overlapped seam, but a flattened longitudinal strip within the pipe coincides with the position of this feature. This flat strip may indicate where a separate strip of lead seals the meeting of edges. This technique was usual for the making of medieval water pipes, though probably continued thereafter. As neither end appears to have been cut, this short length may have been made to unite and seal two lengths of pipe of another material. Patinated overall. Suggested date: Late Medieval to Post-Medieval, 1350-1650.

Length: 37.0mm, Diameter: 21.1mm, Thickness (wall): 5.2mm, Weight: 93.65gms",,,West Lindsey,,,,1350,,https://finds.org.uk/images/mforeman/medium/NLM32163.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3e7),PIPE TAMPER,POST MEDIEVAL,"A Post Medieval to Modern copper-alloy  pipe tamper depicting a male and female locked in a steamy embrace. This tamper is typical of a range of bawdy objects produced at this date, many of them pipe tampers.",,,Mole Valley,Charlwood,51.1642469,-0.25656181,1750,,https://finds.org.uk/images/margaretb/medium/16397.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3e8),VESSEL,POST MEDIEVAL,"A fragmente of post-medieval ceramic vessel of uncertain vessel type, likely a spout from a jug or similar or possibly a modified pipkin handle.  Likely dating to the late16th or 17th century.  The Fragment survives as the head and part of the neck of the spout (or handle).  The spout head is flared out from the neck and is flat and solid save for a central hole which is in fact a section of tobacco pipe stem embedded in the fabric of the ceramic.  The stem insertion appears to have been part of the construction of the stem rather than later modifcation as the internal width of the spout is very narrow with incredibly thick walls for the size of the vessel, the walls being 13.21mm thick at their widest.  The neck widens out towards the base of the spout, likely widening as it reaches the body of the vessel (Jug? ).  Most of the neck is missing but where it remains there is incised decoration around the circumference, the decoration consists of a deep incised line with paralel incised triangles.  About an Inch below this in an incised letter A. The fabric is very fine with a light grey outer surface and off white internal surface, the internal fabric is of a similar colour to the internal surface.

Measurements: 81.2mm high. 40mm wide, 35.66mm thick and 82.97g in weight.",'__A__',,Bexley,Erith,51.50933052,0.08803029,1575,,https://finds.org.uk/images/ucljo/medium/KENTE35185.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3e9),TOBACCO PIPE,POST MEDIEVAL,"Pipeclay tobacco pipe fragment. A fragment of stem from a moulded tobacco pipe with a wire drawn bore of diameter  2mm. The small bore probably indicates a relatively recent date. Suggested date: Post-Medieval, 1800-1900.

Diameter: 6.6mm, Weight: 1.60gms",,,North Lincolnshire,Roxby cum Risby,53.61465305,-0.62588526,1800,,https://finds.org.uk/images/mforeman/medium/NLM32138.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3ea),TOBACCO PIPE,POST MEDIEVAL,"Pipeclay tobacco pipe fragment. Fragment of stem from a moulded clay pipe with a wire drawn bore of 3.5mm; abraded. The wide bore may suggest a 17th-century date. Suggested date: Post-Medieval, 1600-1700.

Diameter: 8.5mm, Weight: 2.10gms",,,East Lindsey,,,,1600,,https://finds.org.uk/images/mforeman/medium/NLM32114.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3eb),TOBACCO PIPE,POST MEDIEVAL,"Clay tobacco pipe fragments. Seven stem fragments from moulded clay pipes with a wire drawn bore of c.2mm. A relatively narrow bore may suggest a 19th-century date. The variable thickness of the stem fragments may arise from them coming from pipes of churchwarden style, with a long stem increasing in its diameter towards the bowl. Suggested date: 1800-1900.

Combined Weight: 20.82gms",,,North East Lincolnshire,,,,1800,,https://finds.org.uk/images/mforeman/medium/NLM32106.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3ec),PIPE CLEANER,POST MEDIEVAL,"Early post-Medieval pipe cleaner, 99mm long,  33mm wide and  6mm thick with a weight of  14.72grams. The object consists of an openwork rectangular frame whose two long sides are made up of what appear to be tobacco pipes, with outwards pointing flaring circular bowls and long tapering circular sectioned rods. Between each 'pipe bowl' is a circular sectioned spike projecting outwards. The two 'pipes' are held together by short circular cross sectioned bars. The uppermost has has a long tapering circular cross sectioned shaft attached to it. This is integral and can be slightly pivoted. The most obvious use for this object is a pipe tamper, given its form and the spikes.",,,Harborough,Dunton Bassett,52.50523126,-1.20586654,1600,,https://finds.org.uk/images/mf166/medium/LEIC77FD1E.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3ed),TAP,POST MEDIEVAL,"A complete Post-medieval 1750 to 1850 AD cast copper-alloy tap with T-shaped handle. The handle and stem would have turned within the cylindrical socket, opening and closing a valve to allow the liquid to flow through an opening in the stem to the spout. The tap has a circular-sectioned spigot (the pipe that brings liquid to the tap) which tapers towards the end, perhaps for fitting into a barrel. The spout is circular in section and curves downwards to allow the flow of liquid. Above this is a small squared protrusion, which is believed to have been the focus of the hammer striking the tap into a barrel. Above the protrusion is a stamped maker's mark in seriffed capitals, TURNER &amp; Co.(the O being smaller and superscript with a dot beneath).

Similar items are published in Bailey (1995, 60-63) and all date to the 18th-19th century. The length is 65mm, the width is 63mm and the weight 74.87g.

Reference: Bailey, G. 1995. Detector Finds 2. Chelmsford: Greenlight publishing.",TURNER&amp;Co.,,Bolton,,,,1750,,https://finds.org.uk/images/snoon/medium/LANCUMBBCC83a.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3ee),OFFCUT,POST MEDIEVAL,"Lead offcut. Neatly cut slice from a lead pipe with an internal bore of diameter 7.5mm; patinated overall. The finder kindly suggests this to be a spindle whorl, but whorls of this form were made individually rather than being produced as segments of larger subdivided objects. The construction of the pipe was simple, and in particular it is not rolled and seamed as was usual for Roman and Medieval piping. Suggested date: Post-Medieval, 1700-1900.

Diameter: 18.3mm, Thickness: 7.5mm, Weight: 12.88gms.",,,West Lindsey,,,,1700,,https://finds.org.uk/images/mforeman/medium/NLM31920.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3ef),UNIDENTIFIED OBJECT,POST MEDIEVAL,"Iron unidentified object fragment. Cast shard with an everted triangular- section projection, possibly a rim, and a thicker part at right angles, possibly from a vessel wall. The finder kindly suggests an alternative, if related, identification as a pot leg fragment. The use of cast iron leaves a rather limited range of possibilities: until the 19th century it was used mainly for the barrels or projectiles of early guns; an origin from more recent drainage ironworks or piping is equally possible. Suggested date: Post-Medieval, 1500-1900.

Height: 25.3mm, Thickness: 12.9mm, Weight: 54.19gms.",,,North Lincolnshire,,,,1500,,https://finds.org.uk/images/mforeman/medium/NLM31838.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3f0),PIPE TAMPER,POST MEDIEVAL,"An incomplete copper-alloy probable pipe tamper of post-medieval date bearing a figure of Cupid, c. 17th-18th century. The figure survives from the knees upwards, and depicts Cupid standing, head turned slightly to the right, with his right hand positioned behind his head and his left hand resting on his upper left thigh. Suggestive of movement, his right leg is placed ahead of his left; as noted, both of these have about a quarter of their original length broken away in post-depositional damage and are subsequently missing their feet and a portion of the lower legs. The body of the figurine demonstrates evidence of a pot belly, with fairly prominent male genetalia in addition to this. On the back of the figurine, a pair of wings project from the shoulders, and it is these along with the presence of a quiver suspended on his right thigh by a baldrick that runs across his chest and around his back that identify Cupid as the individual portrayed. The object was originally covered in gilding, although now relatively little of this survives.

The object has a rough brownish patina interspersed with patches of green and reddish brown corrosion products, although seems to be in relatively stable condition overall. It measures 62mm long, is 14mm wide across the shoulders and 19mm wide across the stomach. At its midpoint, the figurine is 7mm thick and at its thickest point where the wings protrude from the back of the object it is 13.5mm thick. It weighs 35.71g.

Stylistically the figure depicted is classical, though the presence of gilding suggests a post-medieval date.  The attribution as a pipe tamper is not definitive, but see NARC-FEE361 and IOW-5606A2 on this database for tampers in classical style: depicting Hercules and Venus, respectively.",,,West Lindsey,,,,1650,,https://finds.org.uk/images/abliss/medium/12823076_243502409319516_677645025_o.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3f1),PIPE (SMOKING),POST MEDIEVAL,"An incomplete and fragmented clay pipe stem of Modern date (AD 1800-1930). The stem is circular in section with a small circular central void. The lower end terminate above the point at which the bowl of the pipe would be formed and is further broken towards it upper end.

The stem bears an inscription within a pellet boarder which reads

[NE]WCASTLE/COLLIER[Y]

This may refer to Newcastle colliery in Nottinghamshire which was open between 1853-1929.",,,County Durham,Lanchester,54.79084523,-1.89266362,1800,,https://finds.org.uk/images/elliecox/medium/DURAC848D.jpg,Chance find during metal detecting,Returned to finder
ObjectId(57da611885c5eb0da62cb3f2),PIPE TAMPER,POST MEDIEVAL,"An incomplete copper-alloy probable pipe tamper of Post-Medieval date (AD 1600-1800). The object consists of a pedestal style, with a flat oval base and circular sectioned conical shaft with a circumferential raised collar on both the upper and lower portions of the shaft. The tamping end has an incised boarder around the shaft / inner portion. The upper end terminates in an old abraded break. 

Similar examples:  Unique ID: LANCUM-0C032A, Unique ID: HESH-5F01A5 and WAW-65B8D7",,,County Durham,Lanchester,54.79084523,-1.89266362,1600,,https://finds.org.uk/images/elliecox/medium/DURAC66A2.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3f3),PIPE TAMPER,MODERN,"An incomplete copper alloy modern female figurine, probably from a pipe tamper. The figure is standing with her arms up holding the folds of a long flowing dress. Her outfit and hair appear Classical or perhaps east Asian in style, but are also reminiscent of early 20th century fashions perhaps suggesting a similar date for the piece. There is a break at the figure's feet where it was probably attached to the rest of a tamper, although it may also have been part of a spoon or similar object.

Several similar pipe tampers featuring female figures in flowing garments and Classical styles have been recorded on the PAS database, including CORN-3C42E1 from Cornwall, WMID-6EB511 from Staffordshire and YORYM-7D5BE1 from Yorkshire.

Length: 38.56mm, width: 21.63mm, thickness: 4.86mm, weight: 10.52g",,,Maldon,,,,1850,,https://finds.org.uk/images/annab/medium/Tolleshunt_Darcy_SFEABC60.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3f4),TOKEN,POST MEDIEVAL,"A worn lead alloy token of probable post-medieval date. The token has overlapping stars, similar to the Star of David, on one face, and the initials V T beneath a possible hammer or pipe on the other. These tokens were produced locally and may have been used by agricultural workers as a type of coinage or possibly as gaming pieces, although the latter seems more likely. Probably 17th century in date.",,,Vale of White Horse,West Challow,51.59869902,-1.48164907,1600,,https://finds.org.uk/images/abyard/medium/OXPAS2015067.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3f5),TOKEN,POST MEDIEVAL,"A worn but complete copper alloy post-medieval trade token, dated (AD) 1668. The heart-shaped halfpenny token was issued by John Warry of Bicester. Dickinson 1986 p178 no. 45.",,,Aylesbury Vale,Turweston,52.01929357,-1.14163397,1668,,https://finds.org.uk/images/abyard/medium/OXPAS2015057.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3f6),TONGS,POST MEDIEVAL,"A copper alloy terminal of a pair of post-medieval (c.1600-1700) tongs, in the form of a hand extending from a short cuff. Behind is a broken (worn, old break) pentagonal-sectioned projection, c.2.5x2.5mm and set at right angles to the cuff, extending upwards and slightly outwards behind it.
The hand is broadly triangular in shape, the cuff extending from the apex and the fingers fanning outwards at the end opposite (the centremost finger being, the outer two the shortest). It is D-shaped in cross-section and flat to the underside. The fingers are further delineated by longitudinal groove between each.
The cuff is D-shaped in cross-section, being flat to the underside and expanding in height from behind the hand to its opposite end (2.8mm to 4.1mm).
The object measures 33.1mm in length, 9.2mm in max.width (across the fingers), 4.1mm in max.thickness (the height of the wire and thickness of the cuff) and weighs 2.54g.",,,Test Valley,,,,1600,,https://finds.org.uk/images/khindshamp/medium/HAMP6DC30D.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3f7),PIPE TAMPER,POST MEDIEVAL,"Part of a post-Medieval copper-alloy seal-top pipe tamper.

The remaining piece consists of a shaft with a ring at the top and a screw thread at its base. The slightly distorted ring element is oval in plan, of rectangular cross section and has at its apex a flattened oval 'bezel', into the surface of which has been scratched an indecipherable design. The shaft is baluster moulded and the slightly recessed screw thread has a corroded iron prong at its base.

Length: 45.5mm; width: 23.4mm. Weight: 10.2g.

A similar tamper, with chamber screwed to the base, is illustrated by Gordon Bailey (1999: no. 27). Bailey dates this form to the second half of the 18th century, describing it as a 'multi-tool' comprising a ring, tamper and bowl cleaner (ibid. 64).",,,Aylesbury Vale,,,,1750,,https://finds.org.uk/images/jwatters/medium/Postmed_pipe_tamper_15_50_2.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3f8),PIPE TAMPER,MODERN,A copper alloy tobacco pipe tamper. The handle is in the shape of a boot.,,,Winchester,Sparsholt,51.09477731,-1.40162025,1800,,https://finds.org.uk/images/dwilliams/medium/15674.JPG,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3f9),PIPE TAMPER,POST MEDIEVAL,"A complete copper alloy Pipe Tamper of the Post Medieval period, dating from AD 1750 - AD 1850.

The tamper is sub rectangular in plan and is circular in section. The top of the tamper is thinner than the base and is a heart shaped concave section which has been decorated with three pellets one on top of the other either side of a central groove on the front. The reverse is undecorated aside from a raised chevron shaped section forming a ridge behind the heart. There is a moulded baluster decoration on the stem, a bulb begins about half way down and tapers out and back in. There is a circular disc terminal at the base, with a diameter of 12.9 mm.

The tamper measures 48.3 mm in length and is 16.2 mm wide. It has a thickness of 9.5 mm and weighs 14.9 g

The tamper is a mid green to brown in colour with an uineven patina. Abrasion caused by movement whilst within the plough soil may have resulted in the loss of some of the original surface detail. While there is no direct example of this type of tamper on the database there are examples of the base including NLM-03A3D7 and WMID-26C3A7.",,,Wyre Forest,Chaddesley Corbett,52.33692634,-2.19221822,1750,,https://finds.org.uk/images/hglenn/medium/WMID70186D.jpg,Metal detector,Returned to finder
